onset	duration	trial_type
1478.95333333333	0	130
1481.46166666667	0	102
1481.52	0	130
1483.63666666667	0	102
1484.11166666667	0	130
1486.95666666667	0	4
1488.9625	0	24
1490.4125	0	126
1490.47916666667	0	106
1492.42166666667	0	126
1492.93833333333	0	106
1494.46333333333	0	126
1495.24666666667	0	106
1496.71333333333	0	126
1497.52166666667	0	106
1499.65583333333	0	126
1500.70583333333	0	106
1503.96666666667	0	1
1505.965	0	21
1507.64833333333	0	129
1508.08166666667	0	101
1509.76583333333	0	129
1510.79	0	101
1513.3575	0	129
1513.4075	0	101
1515.82416666667	0	129
1517.88333333333	0	101
1518.425	0	129
1520.96833333333	0	2
1522.96666666667	0	22
1524.43416666667	0	130
1525.18416666667	0	102
1527.5675	0	130
1529.50916666667	0	102
1529.8425	0	130
1531.61833333333	0	102
1532.61	0	130
1534.50166666667	0	102
1534.82666666667	0	130
1537.98	0	7
1539.98583333333	0	27
1542.01083333333	0	113
1542.28583333333	0	117
1544.72833333333	0	113
1546.85333333333	0	117
1547.11166666667	0	113
1549.08666666667	0	117
1549.86166666667	0	113
1551.4625	0	117
1552.20416666667	0	113
1554.98916666667	0	5
1556.9875	0	25
1558.955	0	121
1559.21333333333	0	109
1561.59666666667	0	121
1564.36416666667	0	109
1566.90583333333	0	121
1568.93083333333	0	109
1569.20583333333	0	121
1571.9925	0	8
1573.99833333333	0	28
1575.17333333333	0	118
1575.45666666667	0	114
1578.89083333333	0	118
1580.45916666667	0	114
1581.29083333333	0	118
1583.79166666667	0	114
1585.80833333333	0	118
1585.81666666667	0	114
1589.0025	0	2
1591.00083333333	0	22
1593.0925	0	130
1593.25916666667	0	102
1595.1425	0	130
1595.73416666667	0	102
1597.70166666667	0	130
1597.94333333333	0	102
1600.86833333333	0	130
1602.81083333333	0	102
1603.04416666667	0	130
1606.00416666667	0	5
1608.0025	0	25
1609.27	0	121
1609.92	0	109
1611.75333333333	0	121
1612.46166666667	0	109
1614.81166666667	0	121
1614.92833333333	0	109
1617.29583333333	0	121
1617.42916666667	0	109
1620.2875	0	121
1623.0075	0	5
1625.005	0	25
1626.14666666667	0	121
1626.23	0	109
1628.49666666667	0	121
1629.2725	0	109
1631.7475	0	121
1631.93916666667	0	109
1634.96416666667	0	121
1636.95666666667	0	109
1637.08166666667	0	121
1640.00833333333	0	4
1642.00666666667	0	24
1643.16583333333	0	126
1643.69083333333	0	106
1646.0825	0	126
1648.225	0	106
1650.88333333333	0	126
1654.34166666667	0	106
1657.01083333333	0	5
1659.00916666667	0	25
1660.2925	0	121
1660.4425	0	109
1663.87666666667	0	121
1665.79333333333	0	109
1666.46	0	121
1668.0025	0	109
1668.86916666667	0	121
1670.24416666667	0	109
1671.06916666667	0	121
1681.665	0	2
1683.66333333333	0	22
1685.63916666667	0	102
1686.0625	0	130
1687.8875	0	102
1688.59666666667	0	130
1690.17166666667	0	102
1690.91333333333	0	130
1692.23	0	102
1693.105	0	130
1694.9475	0	102
1695.11416666667	0	130
1698.66416666667	0	2
1700.66416666667	0	22
1702.34833333333	0	102
1702.43166666667	0	130
1704.37333333333	0	102
1704.74	0	130
1707.58166666667	0	102
1708.0825	0	130
1709.71583333333	0	102
1710.4575	0	130
1712.39083333333	0	102
1713.04083333333	0	130
1715.66916666667	0	1
1717.66666666667	0	21
1719.275	0	101
1720.00083333333	0	129
1721.98416666667	0	101
1722.1675	0	129
1724.17583333333	0	101
1725.00083333333	0	129
1726.76833333333	0	101
1727.04333333333	0	129
1728.885	0	101
1729.52666666667	0	129
1732.67	0	8
1734.66916666667	0	28
1736.3775	0	114
1736.41083333333	0	118
1739.5525	0	114
1741.33	0	118
1741.56166666667	0	114
1744.52	0	118
1746.62083333333	0	114
1746.62916666667	0	118
1749.6725	0	7
1751.67083333333	0	27
1752.97166666667	0	113
1753.83833333333	0	117
1755.16333333333	0	113
1756.37166666667	0	117
1757.67166666667	0	113
1758.505	0	117
1761.18083333333	0	113
1763.3475	0	117
1766.68416666667	0	3
1768.69	0	23
1769.79	0	125
1770.915	0	105
1773.34916666667	0	125
1773.5575	0	105
1775.99083333333	0	125
1777.9575	0	105
1778.54083333333	0	125
1781.11666666667	0	105
1781.16666666667	0	125
1783.69416666667	0	1
1785.6925	0	21
1787.90916666667	0	101
1787.95916666667	0	129
1790.07583333333	0	101
1790.47583333333	0	129
1792.60166666667	0	101
1795.27666666667	0	129
1797.66083333333	0	101
1797.66916666667	0	129
1800.69583333333	0	7
1802.69416666667	0	27
1804.1525	0	113
1804.28666666667	0	117
1806.645	0	113
1810.045	0	117
1811.9375	0	113
1812.17083333333	0	117
1815.07916666667	0	113
1817.7075	0	1
1819.705	0	21
1821.58	0	129
1821.92166666667	0	101
1824.13	0	129
1824.5225	0	101
1826.28083333333	0	129
1826.63083333333	0	101
1828.2975	0	129
1829.00583333333	0	101
1830.47333333333	0	129
1831.465	0	101
1834.70833333333	0	6
1836.70833333333	0	26
1838.19083333333	0	122
1839.05916666667	0	110
1840.59916666667	0	122
1841.59916666667	0	110
1844.13333333333	0	122
1846.325	0	110
1848.70833333333	0	122
1848.88333333333	0	110
1851.71166666667	0	8
1853.70916666667	0	28
1854.95916666667	0	114
1855.88416666667	0	118
1858.39333333333	0	114
1860.785	0	118
1860.835	0	114
1863.36083333333	0	118
1863.4775	0	114
1866.0275	0	118
1868.7125	0	8
1870.71166666667	0	28
1871.75333333333	0	114
1871.795	0	118
1875.245	0	114
1875.60333333333	0	118
1877.30416666667	0	114
1878.17916666667	0	118
1880.0375	0	114
1880.55416666667	0	118
1883.08	0	114
1883.14666666667	0	118
1885.715	0	2
1887.71333333333	0	22
1889.5975	0	102
1890.08916666667	0	130
1892.0975	0	102
1892.43916666667	0	130
1894.65583333333	0	102
1894.8725	0	130
1897.27333333333	0	102
1897.29833333333	0	130
1899.715	0	102
1899.9175	0	130
1902.72666666667	0	3
1904.7325	0	23
1905.91583333333	0	125
1905.9575	0	105
1909.39166666667	0	125
1911.15	0	105
1911.46666666667	0	125
1913.20166666667	0	105
1913.66666666667	0	125
1916.40083333333	0	105
1916.57583333333	0	125
1919.73583333333	0	4
1921.73416666667	0	24
1923.75166666667	0	106
1924.185	0	126
1926.485	0	106
1928.79416666667	0	126
1929.1025	0	106
1931.21083333333	0	126
1931.61083333333	0	106
1933.41916666667	0	126
1933.66083333333	0	106
1936.73833333333	0	3
1938.73666666667	0	23
1940.56166666667	0	105
1940.895	0	125
1942.80416666667	0	105
1943.07083333333	0	125
1944.85416666667	0	105
1945.52916666667	0	125
1946.97916666667	0	105
1947.57166666667	0	125
1950.49666666667	0	105
1953.75	0	1
1955.75583333333	0	21
1956.9975	0	129
1957.73916666667	0	101
1959.4975	0	129
1959.83083333333	0	101
1961.67333333333	0	129
1962.98166666667	0	101
1964.24	0	129
1965.615	0	101
1966.77333333333	0	129
1968.21583333333	0	101
1970.75916666667	0	1
1972.7575	0	21
1974.59166666667	0	129
1975.08333333333	0	101
1976.69166666667	0	129
1977.71666666667	0	101
1979.45	0	129
1980.125	0	101
1981.6675	0	129
1982.30083333333	0	101
1984.23416666667	0	129
1984.9175	0	101
1987.77083333333	0	3
1989.76833333333	0	23
1991.60166666667	0	105
1992.1275	0	125
1994.21083333333	0	105
1994.4775	0	125
1996.59416666667	0	105
1997.0525	0	125
1998.79416666667	0	105
1999.64416666667	0	125
2001.48666666667	0	105
2001.695	0	125
2004.77166666667	0	3
2006.77	0	23
2008.12083333333	0	105
2008.24583333333	0	125
2010.92916666667	0	105
2011.04583333333	0	125
2014.08833333333	0	105
2015.88833333333	0	125
2016.49666666667	0	105
2017.92166666667	0	125
2019.01333333333	0	105
2029.68416666667	0	7
2031.6825	0	27
2033.69166666667	0	117
2033.9075	0	113
2036.36583333333	0	117
2036.4325	0	113
2038.4325	0	117
2039.01666666667	0	113
2041.24166666667	0	117
2043.55	0	113
2044.05	0	117
2046.695	0	6
2048.70083333333	0	26
2049.7925	0	122
2050.4675	0	110
2052.59333333333	0	122
2053.21833333333	0	110
2055.90166666667	0	122
2058.56833333333	0	110
2060.5025	0	122
2060.68583333333	0	110
2063.70416666667	0	5
2065.7025	0	25
2067.50333333333	0	109
2067.52	0	121
2070.28	0	109
2072.8625	0	121
2075.50416666667	0	109
2077.405	0	121
2077.69583333333	0	109
2080.7075	0	6
2082.705	0	26
2084.09083333333	0	110
2084.42166666667	0	122
2087.38916666667	0	110
2088.93916666667	0	122
2090.15583333333	0	110
2091.815	0	122
2092.225	0	110
2094.50666666667	0	122
2094.815	0	110
2097.70833333333	0	2
2099.7075	0	22
2100.9325	0	130
2101.99083333333	0	102
2103.54083333333	0	130
2104.625	0	102
2105.85	0	130
2106.69166666667	0	102
2109.475	0	130
2109.55833333333	0	102
2111.70916666667	0	130
2111.85083333333	0	102
2114.71083333333	0	5
2116.70916666667	0	25
2118.56	0	109
2118.71	0	121
2120.62833333333	0	109
2121.09333333333	0	121
2123.56916666667	0	109
2124.09416666667	0	121
2126.56083333333	0	109
2129.03583333333	0	121
2129.1525	0	109
2131.71416666667	0	2
2133.71166666667	0	22
2135.20333333333	0	102
2135.295	0	130
2138.02083333333	0	102
2138.33083333333	0	130
2140.32083333333	0	102
2140.9125	0	130
2142.59583333333	0	102
2143.1875	0	130
2144.93833333333	0	102
2145.37333333333	0	130
2148.715	0	8
2150.71416666667	0	28
2152.48083333333	0	118
2153.16416666667	0	114
2154.78916666667	0	118
2155.51416666667	0	114
2157.75666666667	0	118
2160.33166666667	0	114
2160.48166666667	0	118
2162.39083333333	0	114
2163.01583333333	0	118
2165.7175	0	2
2167.71583333333	0	22
2169.1825	0	130
2169.925	0	102
2171.75	0	130
2172.11666666667	0	102
2174.64166666667	0	130
2175.05833333333	0	102
2176.98416666667	0	130
2177.6675	0	102
2179.13416666667	0	130
2179.73416666667	0	102
2182.72916666667	0	4
2184.735	0	24
2185.885	0	106
2185.99333333333	0	126
2188.11833333333	0	106
2189.5525	0	126
2191.81083333333	0	106
2194.6275	0	126
2197.21333333333	0	106
2199.73833333333	0	8
2201.73666666667	0	28
2202.94583333333	0	114
2203.3125	0	118
2206.32916666667	0	114
2207.6125	0	118
2208.98	0	114
2210.18833333333	0	118
2211.08	0	114
2212.94666666667	0	118
2214.19666666667	0	114
2216.75	0	6
2218.7475	0	26
2220.20583333333	0	110
2220.60583333333	0	122
2222.47333333333	0	110
2223.30666666667	0	122
2224.50666666667	0	110
2225.73166666667	0	122
2227.93166666667	0	110
2228.39916666667	0	122
2230.49916666667	0	110
2230.91583333333	0	122
2233.75166666667	0	4
2235.75	0	24
2237.03333333333	0	106
2238.2	0	126
2240.64166666667	0	106
2240.68583333333	0	126
2242.90083333333	0	106
2245.2925	0	126
2247.30083333333	0	106
2247.90083333333	0	126
2250.75333333333	0	5
2252.75166666667	0	25
2253.91	0	109
2255.08583333333	0	121
2256.33583333333	0	109
2257.31083333333	0	121
2258.61916666667	0	109
2260.06916666667	0	121
2260.6525	0	109
2262.38666666667	0	121
2263.65333333333	0	109
2264.52	0	121
2267.765	0	4
2269.7625	0	24
2270.99583333333	0	126
2271.9125	0	106
2273.07083333333	0	126
2274.37166666667	0	106
2277.12166666667	0	126
2279.57166666667	0	106
2281.84916666667	0	126
2282.03916666667	0	106
2284.76583333333	0	7
2286.76416666667	0	27
2287.82333333333	0	117
2288.215	0	113
2290.64	0	117
2290.92333333333	0	113
2294.14916666667	0	117
2296.2825	0	113
2296.37583333333	0	117
2299.1075	0	113
2301.76833333333	0	8
2303.76666666667	0	28
2305.425	0	118
2305.825	0	114
2308.32583333333	0	118
2310.25416666667	0	114
2310.7175	0	118
2312.30916666667	0	114
2313.71	0	118
2314.91833333333	0	114
2315.96	0	118
2318.77166666667	0	3
2320.76833333333	0	23
2322.16916666667	0	105
2322.71916666667	0	125
2324.41916666667	0	105
2325.31916666667	0	125
2328.23666666667	0	105
2330.12	0	125
2330.43666666667	0	105
2332.64583333333	0	125
2332.96166666667	0	105
2335.7725	0	1
2337.77916666667	0	21
2339.73833333333	0	101
2339.79666666667	0	129
